1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,16 - Latitude (decimal),17 - Longitude (decimal),59 - Superstructure Condition Rating,60 - Substructure Condition Rating,62 - Culverts Condition Rating,63 - Operating Rating Method Code,64 - Operating Rating (US tons),58 - Deck Condition Rating,66 - Inventory Rating (US tons)
31,'Nebraska',C005526235     ,'County Highway Agency',40.6108,-96.5605,'N','N','5','1',36.4,'N',24.3
31,'Nebraska',C003401305     ,'County Highway Agency',40.0326,-96.8032,'5','5','N','1',38.6,'5',23.1
31,'Nebraska',C002801705     ,'County Highway Agency',41.2049,-96.3111,'7','7','N','1',104.7,'7',48.5
31,'Nebraska',C001310715     ,'County Highway Agency',40.9782,-96.4071,'3','5','N','1',7.7,'5',5.5
31,'Nebraska',C003402040     ,'County Highway Agency',40.3928,-96.6529,'6','6','N','1',26.5,'5',16.5
31,'Nebraska',C001301405     ,'County Highway Agency',40.972,-96.411,'9','9','N','3',52.9,'8',40.8
31,'Nebraska',C008911605P    ,'County Highway Agency',41.5783,-96.15,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C005503910     ,'County Highway Agency',40.6186,-96.5595,'N','N','9','3',67.2,'N',51.8
31,'Nebraska',C001310720     ,'County Highway Agency',40.9794,-96.407,'3','4','N','1',5.5,'5',3.3
31,'Nebraska',C008902705     ,'County Highway Agency',41.4783,-96.1933,'8','8','N','1',87.1,'8',51.8
31,'Nebraska',C001301407     ,'County Highway Agency',40.972,-96.4103,'N','N','8','0',46.3,'N',36.4
31,'Nebraska',C003413035     ,'County Highway Agency',40.32,-96.685,'7','6','N','1',44.1,'7',26.5
31,'Nebraska',S080 41856R    ,'State Highway Agency',40.9478,-96.4209,'8','7','N','3',60.6,'7',37.5
31,'Nebraska',C003401705P    ,'County Highway Agency',40.1374,-96.7612,'6','5','N','0',36.4,'6',24.3
31,'Nebraska',C007805445     ,'County Highway Agency',41.06,-96.3733,'5','7','N','1',35.3,'6',20.9
31,'Nebraska',C003407010     ,'County Highway Agency',40.0317,-96.805,'6','6','N','1',33.1,'6',19.8
31,'Nebraska',S080 41856L    ,'State Highway Agency',40.948,-96.4212,'8','7','N','3',60.6,'7',37.5
31,'Nebraska',C003402235     ,'County Highway Agency',40.3783,-96.6612,'7','7','N','0',36.4,'7',24.3
31,'Nebraska',SL28B00048     ,'State Highway Agency',41.2632,-96.2869,'7','8','N','3',50.7,'7',38.6
31,'Nebraska',S031 03175     ,'State Highway Agency',41.3882,-96.2338,'5','5','N','1',78.3,'5',40.8
31,'Nebraska',C005516040     ,'County Highway Agency',40.6255,-96.5586,'6','5','N','1',36.4,'5',20.9
31,'Nebraska',S030 44226     ,'State Highway Agency',41.4741,-96.1972,'7','7','N','1',75,'7',34.2
31,'Nebraska',C005523025     ,'County Highway Agency',40.842,-96.4673,'6','5','N','1',54,'5',32
31,'Nebraska',C003432755     ,'County Highway Agency',40.3683,-96.6667,'6','6','N','0',36.4,'6',24.3
31,'Nebraska',C003416615     ,'County Highway Agency',40.06,-96.795,'5','6','N','1',38.6,'8',23.1
31,'Nebraska',C003413630     ,'City or Municipal Highway Agency',40.2773,-96.7054,'7','7','N','1',44.1,'7',26.5
31,'Nebraska',S041 07888     ,'State Highway Agency',40.4653,-96.6265,'N','N','8','3',58.4,'N',44.1
31,'Nebraska',C003412625     ,'County Highway Agency',40.3494,-96.6754,'5','5','N','1',65,'5',38.6
31,'Nebraska',C005523020     ,'County Highway Agency',40.8419,-96.4689,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C003412440     ,'County Highway Agency',40.365,-96.67,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C003401310     ,'County Highway Agency',40.0445,-96.8032,'5','4','N','1',36.4,'5',20.9
31,'Nebraska',S064 06064     ,'State Highway Agency',41.2947,-96.2773,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C003412305P    ,'County Highway Agency',40.3033,-96.6967,'7','7','N','1',66.1,'5',38.6
31,'Nebraska',S031 03250     ,'State Highway Agency',41.3991,-96.2328,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007815275     ,'County Highway Agency',41.075,-96.3717,'8','8','N','1',54,'5',41.9
31,'Nebraska',S008 07461     ,'State Highway Agency',40.0453,-96.8044,'8','8','N','1',65,'8',38.6
31,'Nebraska',S006 33485     ,'State Highway Agency',40.9999,-96.404,'7','7','N','1',62.8,'8',37.5
31,'Nebraska',S275 16840     ,'State Highway Agency',41.2655,-96.291,'8','7','N','3',51.8,'6',39.7
31,'Nebraska',C002801403P    ,'County Highway Agency',41.2941,-96.2789,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C002801805     ,'County Highway Agency',41.2775,-96.2861,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C008914210     ,'County Highway Agency',41.3933,-96.2367,'8','8','N','1',65,'8',38.6
31,'Nebraska',C002812105     ,'County Highway Agency',41.3087,-96.2741,'N','N','6','0',46.3,'N',36.4
31,'Nebraska',S064 06054     ,'State Highway Agency',41.2944,-96.2792,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',S030 44173     ,'State Highway Agency',41.4688,-96.2046,'8','8','N','1',75,'7',34.2
31,'Nebraska',C003410830     ,'County Highway Agency',40.48,-96.625,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C003403405P    ,'County Highway Agency',40.285,-96.7067,'6','6','N','1',33.1,'4',18.7
31,'Nebraska',C001302205     ,'County Highway Agency',40.9145,-96.4424,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C005523015     ,'County Highway Agency',40.8419,-96.4732,'N','N','5','0',36.4,'N',24.3
31,'Nebraska',C005515425     ,'County Highway Agency',40.6688,-96.5471,'6','5','N','1',37.5,'5',22
31,'Nebraska',C001301605     ,'County Highway Agency',40.9577,-96.4254,'7','7','N','1',60.6,'7',36.4
31,'Nebraska',C001310725     ,'County Highway Agency',41.0017,-96.4067,'7','7','N','1',30.9,'7',17.6
31,'Nebraska',C005545810     ,'County Highway Agency',40.64006,-96.56034,'N','N','9','3',50.7,'N',39.7
31,'Nebraska',C001302805     ,'County Highway Agency',40.871,-96.4635,'7','7','N','1',26.5,'5',16.5
31,'Nebraska',S064 06033     ,'State Highway Agency',41.2936,-96.2832,'7','6','N','1',71.7,'7',43
31,'Nebraska',C005503705     ,'County Highway Agency',40.6142,-96.5726,'7','6','N','1',40.8,'7',25.4
31,'Nebraska',S275 16755     ,'State Highway Agency',41.2776,-96.2932,'8','8','N','1',59.5,'7',36.4
31,'Nebraska',C001310115     ,'County Highway Agency',40.875,-96.4633,'7','7','N','1',48.5,'7',28.7
31,'Nebraska',C005526225     ,'County Highway Agency',40.611,-96.5751,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',SS34B00455     ,'State Highway Agency',40.5309,-96.6095,'7','6','N','1',70.5,'7',41.9
31,'Nebraska',S030 44094     ,'State Highway Agency',41.4604,-96.2147,'7','7','N','1',84.9,'7',50.7
31,'Nebraska',S006 33363     ,'State Highway Agency',40.9857,-96.4182,'7','8','N','1',66.1,'7',38.6
31,'Nebraska',C003432940     ,'County Highway Agency',40.445,-96.6467,'5','5','N','1',33.1,'5',18.7
31,'Nebraska',C003433160     ,'County Highway Agency',40.49,-96.6283,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',S077 01829     ,'State Highway Agency',40.2084,-96.7464,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S275 16725     ,'State Highway Agency',41.2818,-96.2936,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',C001300320     ,'County Highway Agency',40.9262,-96.446,'7','6','N','1',68.3,'6',39.7
31,'Nebraska',C005504735     ,'County Highway Agency',40.8383,-96.4828,'7','5','N','1',34.2,'5',19.8
31,'Nebraska',S080 41673     ,'State Highway Agency',40.92954,-96.44593,'9','8','N','3',50.7,'8',38.6
31,'Nebraska',C005507025     ,'Railroad',40.5527,-96.6051,'7','5','N','1',84.9,'7',48.5
31,'Nebraska',C002812305     ,'County Highway Agency',41.3817,-96.2533,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C005517219     ,'County Highway Agency',40.5382,-96.612,'7','7','N','1',70.5,'7',40.8
31,'Nebraska',S031 03634     ,'State Highway Agency',41.4519,-96.2242,'7','6','N','1',48.5,'7',28.7
31,'Nebraska',C002802210     ,'County Highway Agency',41.2483,-96.3112,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C007805305     ,'County Highway Agency',41.0261,-96.4066,'8','8','N','1',30.9,'7',18.7
31,'Nebraska',C005517217     ,'County Highway Agency',40.5382,-96.6128,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S275 16664     ,'State Highway Agency',41.2906,-96.2939,'7','6','N','1',77.2,'6',46.3
31,'Nebraska',S066 09308     ,'State Highway Agency',41.0887,-96.3804,'6','6','N','1',41.9,'6',25.4
31,'Nebraska',S080 41653R    ,'State Highway Agency',40.928,-96.4491,'7','8','N','3',69.4,'7',44.1
31,'Nebraska',S075 11877     ,'State Highway Agency',41.5843,-96.1679,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',S080 41653L    ,'State Highway Agency',40.9282,-96.4493,'8','7','N','3',69.4,'8',44.1
31,'Nebraska',C007824270     ,'County Highway Agency',41.1467,-96.3567,'N','N','9','3',46.3,'N',36.4
31,'Nebraska',C003401315     ,'County Highway Agency',40.087,-96.803,'N','N','9','3',69.4,'N',52.9
31,'Nebraska',C003405410     ,'County Highway Agency',40.147,-96.778,'5','6','N','1',29.8,'5',17.6
31,'Nebraska',S030 43999     ,'State Highway Agency',41.4503,-96.2274,'7','7','N','1',82.7,'6',49.6
31,'Nebraska',C007805440     ,'County Highway Agency',41.06,-96.395,'8','8','N','1',75,'5',45.2
31,'Nebraska',S275 16648     ,'State Highway Agency',41.2926,-96.2956,'7','6','N','1',73.9,'7',44.1
31,'Nebraska',C003404215     ,'County Highway Agency',40.2333,-96.7433,'5','6','N','3',50.7,'5',38.6
31,'Nebraska',C005506840     ,'Railroad',40.5672,-96.6042,'7','5','N','1',92.6,'7',52.9
31,'Nebraska',C003406215     ,'County Highway Agency',40.0887,-96.8044,'6','5','N','1',43,'5',26.5
31,'Nebraska',C005522415     ,'County Highway Agency',40.8855,-96.4711,'7','7','N','1',59.5,'7',36.4
31,'Nebraska',C005503915     ,'County Highway Agency',40.6797,-96.5585,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C002801505     ,'County Highway Agency',41.2194,-96.3303,'8','7','N','1',71.7,'7',39.7
31,'Nebraska',C002802005     ,'County Highway Agency',41.2628,-96.3113,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C008902110     ,'County Highway Agency',41.4033,-96.2517,'8','8','N','1',98.1,'8',58.4
31,'Nebraska',C008903005P    ,'County Highway Agency',41.4733,-96.2217,'8','8','N','1',70.5,'8',40.8
31,'Nebraska',S030 43972     ,'State Highway Agency',41.4493,-96.232,'8','7','N','1',109.1,'6',65
31,'Nebraska',S075 11925     ,'State Highway Agency',41.5909,-96.1714,'8','8','N','3',73.9,'7',52.9
31,'Nebraska',C007815720     ,'County Highway Agency',41.1338,-96.3681,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',C007815273     ,'County Highway Agency',41.075,-96.3933,'6','6','N','1',36.4,'5',20.9
31,'Nebraska',C003416610     ,'County Highway Agency',40.06,-96.82,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',U0195E1905     ,'City or Municipal Highway Agency',40.245,-96.7441,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',C005503505     ,'County Highway Agency',40.611,-96.591,'4','6','N','1',51.8,'4',28.7
31,'Nebraska',S030 43960     ,'State Highway Agency',41.4498,-96.2343,'8','7','N','1',86,'8',50.7
31,'Nebraska',C008902625     ,'County Highway Agency',41.5092,-96.2104,'8','8','N','1',57.3,'8',34.2
31,'Nebraska',C005514330     ,'County Highway Agency',40.782,-96.5209,'N','N','5','0',36.4,'N',24.3
31,'Nebraska',C003411503     ,'County Highway Agency',40.1517,-96.785,'8','8','N','1',99.2,'8',89.3
31,'Nebraska',S077 02097     ,'State Highway Agency',40.2468,-96.7457,'8','8','N','1',86,'7',50.7
31,'Nebraska',C003411505     ,'County Highway Agency',40.1533,-96.785,'6','6','N','1',29.8,'7',17.6
31,'Nebraska',C001301805     ,'County Highway Agency',40.943,-96.455,'7','6','N','1',36.4,'6',22
31,'Nebraska',C003442545     ,'County Highway Agency',40.3968,-96.6857,'5','5','N','1',43,'5',25.4
31,'Nebraska',S006 33065     ,'State Highway Agency',40.9515,-96.4524,'7','6','N','1',60.6,'7',36.4
31,'Nebraska',U0195I3805     ,'City or Municipal Highway Agency',40.2519,-96.7468,'8','8','N','1',51.8,'8',30.9
31,'Nebraska',S092 46425     ,'State Highway Agency',41.2338,-96.3323,'N','N','4','0',26.5,'N',18.7
31,'Nebraska',C003402035     ,'County Highway Agency',40.3929,-96.6883,'5','5','N','1',22,'7',13.2
31,'Nebraska',C007805310     ,'County Highway Agency',41.0617,-96.4067,'7','7','N','1',47.4,'7',27.6
31,'Nebraska',C005504745     ,'County Highway Agency',40.8826,-96.4828,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C005522410     ,'County Highway Agency',40.8854,-96.4816,'N','N','6','0',36.4,'N',24.3
31,'Nebraska',S077 02160     ,'State Highway Agency',40.2562,-96.7466,'7','5','N','1',58.4,'5',35.3
31,'Nebraska',C005514415     ,'County Highway Agency',40.7407,-96.5436,'5','3','N','0',0,'5',0
31,'Nebraska',C008902305     ,'County Highway Agency',41.475,-96.2317,'8','8','N','1',69.4,'8',40.8
31,'Nebraska',C007805315     ,'County Highway Agency',41.0667,-96.4067,'8','8','N','1',75,'5',45.2
31,'Nebraska',S080 41527     ,'State Highway Agency',40.9187,-96.4696,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C005517215     ,'County Highway Agency',40.538,-96.6304,'7','7','N','3',54,'7',40.8
31,'Nebraska',C002801710     ,'County Highway Agency',41.2904,-96.3115,'N','N','8','3',59.5,'N',45.2
31,'Nebraska',C008902430     ,'County Highway Agency',41.5233,-96.2117,'8','8','N','1',72.8,'8',43
31,'Nebraska',C008931015P    ,'County Highway Agency',41.6181,-96.1709,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S008 07293     ,'State Highway Agency',40.0458,-96.8362,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S092 46400     ,'State Highway Agency',41.234,-96.337,'N','N','9','3',69.4,'N',52.9
31,'Nebraska',C005514225     ,'County Highway Agency',40.7551,-96.5406,'6','7','N','1',63.9,'6',37.5
31,'Nebraska',C005504753R    ,'County Highway Agency',40.9002,-96.4797,'6','7','N','1',35.3,'7',20.9
31,'Nebraska',C005532630     ,'County Highway Agency',40.8709,-96.4922,'N','N','6','1',99.2,'N',67.2
31,'Nebraska',C007804905P    ,'County Highway Agency',41.0183,-96.43,'N','N','8','3',58.4,'N',45.2
31,'Nebraska',C007843845     ,'County Highway Agency',41.176,-96.363,'N','N','8','1',47.4,'N',36.4
31,'Nebraska',C007824660     ,'County Highway Agency',41.1183,-96.3883,'7','8','N','1',29.8,'5',17.6
31,'Nebraska',C003402230     ,'County Highway Agency',40.3784,-96.7007,'6','6','N','0',36.4,'6',24.3
31,'Nebraska',U019504012     ,'City or Municipal Highway Agency',40.2484,-96.7552,'8','7','N','1',66.1,'8',38.6
31,'Nebraska',C008902115     ,'County Highway Agency',41.4383,-96.2517,'8','8','N','1',68.3,'8',40.8
31,'Nebraska',C007824265     ,'County Highway Agency',41.1467,-96.3772,'8','7','N','1',71.7,'7',43
31,'Nebraska',C001301405P    ,'County Highway Agency',40.9653,-96.4549,'6','5','N','1',37.5,'6',22
31,'Nebraska',C007814065     ,'County Highway Agency',41.1617,-96.3717,'8','8','N','1',43,'7',26.5
31,'Nebraska',C005506450     ,'County Highway Agency',40.5959,-96.6115,'7','7','N','1',71.7,'7',43
31,'Nebraska',C008902425     ,'County Highway Agency',41.5233,-96.2167,'8','8','N','1',63.9,'8',37.5
31,'Nebraska',C005502005P    ,'County Highway Agency',40.9108,-96.4788,'7','6','N','1',45.2,'7',26.5
31,'Nebraska',C007823680     ,'County Highway Agency',41.1903,-96.3606,'8','7','N','1',68.3,'8',39.7
31,'Nebraska',C007805110     ,'County Highway Agency',41.041,-96.425,'N','N','8','1',47.4,'N',36.4
31,'Nebraska',C002801715     ,'County Highway Agency',41.3064,-96.3114,'4','4','N','1',44.1,'5',26.5
31,'Nebraska',C007824460     ,'County Highway Agency',41.1322,-96.3872,'5','6','N','1',13.2,'6',7.7
31,'Nebraska',C005524025     ,'County Highway Agency',40.7696,-96.5405,'6','6','N','1',50.7,'5',29.8
31,'Nebraska',S080 41465R    ,'State Highway Agency',40.9138,-96.4799,'8','8','N','3',59.5,'7',45.2
31,'Nebraska',C001104505     ,'County Highway Agency',41.716,-96.136,'N','N','8','1',91.5,'N',55.1
31,'Nebraska',C005505620     ,'County Highway Agency',40.6543,-96.5899,'N','N','8','3',80.5,'N',61.7
31,'Nebraska',C003413410     ,'County Highway Agency',40.2919,-96.7413,'6','6','N','1',19.8,'6',12.1
31,'Nebraska',S080 41465L    ,'State Highway Agency',40.9141,-96.4802,'9','8','N','3',59.5,'8',45.2
31,'Nebraska',C001310320     ,'County Highway Agency',40.9983,-96.445,'N','N','4','0',41.9,'N',36.4
31,'Nebraska',C003421715     ,'County Highway Agency',40.2368,-96.7653,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',C003413025     ,'County Highway Agency',40.3209,-96.7312,'6','5','N','1',23.1,'6',14.3
31,'Nebraska',C005503325     ,'County Highway Agency',40.6079,-96.6105,'5','7','N','1',52.9,'5',32
31,'Nebraska',U0195E1705     ,'City or Municipal Highway Agency',40.255,-96.7583,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',S136 17726     ,'State Highway Agency',40.2659,-96.7542,'6','5','N','1',43,'5',25.4
31,'Nebraska',C003400905     ,'County Highway Agency',40.055,-96.8417,'5','7','N','1',37.5,'5',23.1
31,'Nebraska',C008902120     ,'County Highway Agency',41.4533,-96.2517,'N','N','9','3',50.7,'N',38.6
31,'Nebraska',C001310325     ,'County Highway Agency',41.0017,-96.445,'8','7','N','1',37.5,'7',22
31,'Nebraska',S077 02364     ,'State Highway Agency',40.2857,-96.7467,'6','7','N','1',41.9,'6',25.4
31,'Nebraska',C003412620     ,'County Highway Agency',40.35,-96.72,'6','6','N','1',37.5,'7',23.1
31,'Nebraska',C005552815     ,'County Highway Agency',40.8564,-96.5072,'N','N','7','1',36.4,'N',24.3
31,'Nebraska',S080 41444     ,'State Highway Agency',40.9123,-96.48379,'8','9','N','1',73.9,'8',44.1
31,'Nebraska',C003412820     ,'County Highway Agency',40.335,-96.7267,'7','7','N','1',38.6,'7',23.1
31,'Nebraska',U0195A3605     ,'City or Municipal Highway Agency',40.2774,-96.7507,'7','6','N','1',73.9,'6',44.1
31,'Nebraska',C005514332     ,'County Highway Agency',40.825,-96.521,'N','N','8','3',102.5,'N',80.5
31,'Nebraska',C005511830     ,'County Highway Agency',40.9289,-96.477,'7','7','N','1',68.3,'7',39.7
31,'Nebraska',C008913010     ,'County Highway Agency',41.48,-96.2417,'7','7','N','1',41.9,'6',25.4
31,'Nebraska',C005504755     ,'County Highway Agency',40.916,-96.4828,'7','6','N','1',41.9,'7',25.4
31,'Nebraska',C003400910     ,'County Highway Agency',40.06,-96.8417,'7','7','N','1',52.9,'7',32
31,'Nebraska',C002810405P    ,'County Highway Agency',41.3767,-96.2867,'5','6','N','1',55.1,'6',33.1
31,'Nebraska',C007843840     ,'County Highway Agency',41.176,-96.373,'5','4','N','0',0,'6',0
31,'Nebraska',C008923125     ,'County Highway Agency',41.683,-96.1548,'8','8','N','1',55.1,'8',33.1
31,'Nebraska',U0195I1705     ,'City or Municipal Highway Agency',40.2734,-96.7538,'7','7','N','1',50.7,'7',29.8
31,'Nebraska',C005505615     ,'County Highway Agency',40.6544,-96.5944,'5','4','N','1',45.2,'5',26.5
31,'Nebraska',C003401320     ,'County Highway Agency',40.1564,-96.8032,'5','5','N','1',70.5,'5',41.9
31,'Nebraska',C002801720     ,'County Highway Agency',41.324,-96.311,'N','N','8','3',78.3,'N',59.5
31,'Nebraska',C007824260     ,'County Highway Agency',41.1467,-96.3872,'8','7','N','1',30.9,'6',17.6
31,'Nebraska',C008913605     ,'County Highway Agency',41.4367,-96.2633,'N','N','9','3',47.4,'N',36.4
31,'Nebraska',C003432790     ,'County Highway Agency',40.4869,-96.6668,'N','N','7','1',46.3,'N',36.4
31,'Nebraska',C005513825     ,'County Highway Agency',40.7841,-96.5418,'7','6','N','1',47.4,'5',27.6
31,'Nebraska',C005504760     ,'County Highway Agency',40.9243,-96.4828,'6','6','N','1',26.5,'5',16.5
31,'Nebraska',C003422105P    ,'County Highway Agency',40.3664,-96.719,'5','5','N','1',19.8,'5',12.1
31,'Nebraska',C002801725     ,'County Highway Agency',41.3308,-96.3115,'7','6','N','1',71.7,'7',39.7
31,'Nebraska',C003405205P    ,'County Highway Agency',40.1541,-96.8088,'5','5','N','1',28.7,'5',16.5
31,'Nebraska',C005513823     ,'County Highway Agency',40.7839,-96.5444,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C008920810     ,'County Highway Agency',41.64,-96.1783,'N','N','6','0',41.9,'N',36.4
31,'Nebraska',S091 22610     ,'State Highway Agency',41.5455,-96.2197,'8','7','N','1',75,'7',45.2
31,'Nebraska',C005502905     ,'County Highway Agency',40.5405,-96.648,'6','5','N','1',45.2,'5',26.5
31,'Nebraska',C002800810     ,'County Highway Agency',41.3499,-96.3048,'4','4','N','1',16.5,'6',8.8
31,'Nebraska',C005503925P    ,'County Highway Agency',40.7378,-96.5658,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C005502910     ,'County Highway Agency',40.5442,-96.648,'5','6','N','1',55.1,'5',27.6
31,'Nebraska',C002802205     ,'County Highway Agency',41.2482,-96.3505,'N','N','6','0',41.9,'N',36.4
31,'Nebraska',C007804905     ,'County Highway Agency',41.0274,-96.4444,'8','7','N','0',36.4,'5',24.3
31,'Nebraska',S008 07188     ,'State Highway Agency',40.0457,-96.8563,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',C005517210     ,'County Highway Agency',40.538,-96.6517,'N','N','6','1',36.4,'N',24.3
31,'Nebraska',C003412815     ,'County Highway Agency',40.335,-96.7367,'N','N','8','1',46.3,'N',36.4
31,'Nebraska',C003412430     ,'County Highway Agency',40.3633,-96.725,'6','6','N','1',35.3,'6',20.9
31,'Nebraska',S006 32879     ,'State Highway Agency',40.939,-96.4829,'7','7','N','1',73.9,'8',36.4
31,'Nebraska',C007814060     ,'County Highway Agency',41.1613,-96.3885,'6','6','N','1',27.6,'5',16.5
31,'Nebraska',C007825725     ,'County Highway Agency',41.2103,-96.3678,'6','6','N','1',20.9,'6',13.2
31,'Nebraska',C008911805P    ,'County Highway Agency',41.56,-96.2183,'5','5','N','1',48.5,'6',27.6
31,'Nebraska',C003442550     ,'County Highway Agency',40.4618,-96.6854,'5','5','N','1',33.1,'5',19.8
31,'Nebraska',C005524115     ,'County Highway Agency',40.8076,-96.5401,'N','N','5','0',36.4,'N',24.3
31,'Nebraska',C008902125     ,'County Highway Agency',41.4833,-96.2517,'8','8','N','1',78.3,'8',47.4
31,'Nebraska',S112 00295     ,'State Highway Agency',40.0438,-96.8597,'N','N','7','0',47.4,'N',36.4
31,'Nebraska',C008902130     ,'County Highway Agency',41.485,-96.2517,'8','8','N','1',66.1,'8',38.6
31,'Nebraska',S092 46282L    ,'State Highway Agency',41.2343,-96.3596,'8','7','N','1',73.9,'6',45.2
31,'Nebraska',C007815105     ,'County Highway Agency',41.082,-96.4258,'8','8','N','1',16.5,'6',9.9
31,'Nebraska',C003407405     ,'County Highway Agency',40.002,-96.878,'6','6','N','1',37.5,'5',23.1
31,'Nebraska',C008902420     ,'County Highway Agency',41.5233,-96.2367,'N','N','9','0',46.3,'N',36.4
31,'Nebraska',M250001415     ,'City or Municipal Highway Agency',41.3079,-96.3298,'8','7','N','1',91.5,'7',52.9
31,'Nebraska',C002801010     ,'County Highway Agency',41.3354,-96.3179,'6','4','N','1',51.8,'6',30.9
31,'Nebraska',S275 16474L    ,'State Highway Agency',41.3135,-96.3277,'7','7','N','1',72.8,'7',43
31,'Nebraska',C003402225     ,'County Highway Agency',40.3785,-96.7234,'5','5','N','0',36.4,'6',24.3
31,'Nebraska',S275 16499     ,'State Highway Agency',41.3106,-96.325,'8','6','N','1',68.3,'6',40.8
31,'Nebraska',S275 16474R    ,'State Highway Agency',41.3135,-96.328,'6','6','N','1',72.8,'6',44.1
31,'Nebraska',C003413625     ,'County Highway Agency',40.2774,-96.7666,'5','5','N','1',18.7,'5',11
31,'Nebraska',C008900405P    ,'County Highway Agency',41.6613,-96.1787,'N','N','8','0',36.4,'N',24.3
31,'Nebraska',S080 41341     ,'State Highway Agency',40.9075,-96.5018,'8','8','N','3',38.6,'8',24.3
31,'Nebraska',C007815115     ,'County Highway Agency',41.088,-96.4258,'5','4','N','1',20.9,'4',13.2
31,'Nebraska',C005544933     ,'County Highway Agency',40.997,-96.4639,'N','N','5','0',36.4,'N',24.3
31,'Nebraska',C008911815     ,'County Highway Agency',41.5667,-96.22,'8','8','N','1',71.7,'8',43
31,'Nebraska',C002801005     ,'County Highway Agency',41.3354,-96.3196,'N','N','8','1',58.4,'N',35.3
31,'Nebraska',C003462115     ,'County Highway Agency',40.3817,-96.7233,'5','5','N','1',38.6,'5',23.1
31,'Nebraska',C005513610     ,'County Highway Agency',40.7986,-96.5485,'5','6','N','1',32,'5',18.7
31,'Nebraska',C005536620     ,'County Highway Agency',40.5814,-96.6402,'N','N','6','1',36.4,'N',24.3
31,'Nebraska',S080 41336     ,'State Highway Agency',40.9073,-96.5027,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S036 00668     ,'State Highway Agency',41.379,-96.3002,'N','N','7','0',36.4,'N',24.3
31,'Nebraska',S036 00657     ,'State Highway Agency',41.379,-96.3021,'8','7','N','1',59.5,'8',35.3
31,'Nebraska',C005517205     ,'County Highway Agency',40.538,-96.6591,'N','N','5','1',36.4,'N',24.3
31,'Nebraska',S075 12252     ,'State Highway Agency',41.6326,-96.1936,'N','N','8','0',47.4,'N',36.4
31,'Nebraska',S092 46256L    ,'State Highway Agency',41.2343,-96.3653,'8','7','N','1',63.9,'6',37.5
31,'Nebraska',C003407205     ,'County Highway Agency',40.015,-96.8783,'5','5','N','1',60.6,'5',37.5
31,'Nebraska',C005503100     ,'County Highway Agency',40.6133,-96.6292,'N','N','7','1',69.4,'N',40.8
31,'Nebraska',C008922920     ,'County Highway Agency',41.6831,-96.1741,'4','5','N','1',13.2,'5',6.6
31,'Nebraska',C002801730     ,'County Highway Agency',41.3624,-96.3117,'6','6','N','1',61.7,'7',37.5
31,'Nebraska',C008901505P    ,'County Highway Agency',41.395,-96.2983,'N','N','8','0',41.9,'N',36.4
31,'Nebraska',C005503105     ,'County Highway Agency',40.6167,-96.6294,'8','8','N','1',70.5,'7',41.9
31,'Nebraska',C003442340     ,'County Highway Agency',40.4433,-96.7033,'6','6','N','1',30.9,'6',17.6
31,'Nebraska',C003411225     ,'County Highway Agency',40.4517,-96.7,'8','8','N','1',48.5,'8',28.7
31,'Nebraska',C003412813     ,'County Highway Agency',40.335,-96.75,'N','N','4','0',41.9,'N',36.4
31,'Nebraska',S041 07520     ,'State Highway Agency',40.4654,-96.6961,'8','9','N','3',52.9,'8',40.8
31,'Nebraska',C005544935     ,'County Highway Agency',41.0149,-96.4639,'7','6','N','1',48.5,'6',28.7
31,'Nebraska',C005534150     ,'County Highway Agency',40.6831,-96.6047,'N','N','6','1',36.4,'N',24.3
